customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Is_New_Customer,Total_Extra_Services,Charge_Spike_Ratio,Tenure_Group,Display_Contract,Bill_Shock
5293-WXJAK,0,1,1,0,11,1,1,0,0,1,1,1,1,1,104.05,1133.65,1,1,0,0,0,0,0,0,1,4,1.01,0-1 Year,Month-to-Month,Stable Bill
3156-QLHBO,1,0,0,1,2,1,0,0,0,0,0,0,0,0,19.25,48.35,0,0,1,0,0,0,0,1,1,0,0.796,0-1 Year,Month-to-Month,Stable Bill
2208-NQBCT,0,0,1,1,26,1,0,1,1,0,0,0,0,0,81.95,2070.05,0,1,0,0,0,0,1,0,0,2,1.029,2-4 Years,Month-to-Month,Stable Bill
1779-PWPMG,0,1,1,0,72,1,1,1,1,1,1,1,1,1,114.65,8333.95,0,1,0,0,1,0,0,0,0,6,0.991,4+ Years,2-Year,Stable Bill
6621-NRZAK,0,0,1,1,63,1,0,0,0,0,0,0,0,0,20.0,1209.25,0,0,1,0,1,1,0,0,0,0,1.042,4+ Years,2-Year,Stable Bill
0831-JNISG,1,0,1,1,71,1,0,0,0,0,0,0,0,0,19.8,1396.25,0,0,1,0,1,0,0,1,0,0,1.007,4+ Years,2-Year,Stable Bill
0774-IFUVM,1,0,1,1,11,1,1,1,0,0,0,1,0,1,65.15,723.35,0,0,0,0,0,0,0,0,1,2,0.991,0-1 Year,Month-to-Month,Stable Bill
3082-WQRVY,1,1,1,0,14,1,0,0,0,0,0,0,0,0,19.65,228.65,0,0,1,1,0,0,0,1,0,0,1.203,1-2 Years,1-Year,Bill Spiked (>5%)
9553-DLCLU,0,0,0,1,13,1,1,1,1,1,1,1,1,0,88.95,1161.75,0,0,0,0,1,1,0,0,0,6,0.995,1-2 Years,2-Year,Stable Bill
1641-BYBTK,1,0,0,1,6,1,0,0,0,0,0,0,0,1,20.2,98.35,0,0,1,0,0,0,0,1,1,0,1.232,0-1 Year,Month-to-Month,Bill Spiked (>5%)
2460-NGXBJ,1,1,1,1,11,1,1,0,0,0,0,0,0,1,75.2,775.3,0,1,0,0,0,1,0,0,1,0,1.067,0-1 Year,Month-to-Month,Bill Spiked (>5%)
2446-ZKVAF,1,0,1,0,18,1,1,0,1,0,0,0,0,0,56.8,1074.65,0,0,0,0,0,1,0,0,0,1,0.951,1-2 Years,Month-to-Month,Stable Bill
0841-NULXI,1,0,0,0,1,0,0,0,0,0,0,0,1,1,35.55,35.55,1,0,0,0,0,0,1,0,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
3522-CDKHF,0,0,1,0,32,1,0,1,0,0,0,0,0,1,75.5,2324.7,0,1,0,0,0,0,0,0,0,1,1.039,2-4 Years,Month-to-Month,Stable Bill
1430-SFQSA,1,0,0,0,29,0,0,1,0,0,1,0,0,0,35.6,1072.6,0,0,0,1,0,0,0,1,0,2,0.963,2-4 Years,1-Year,Stable Bill
0411-EZJZE,0,0,0,0,3,1,1,0,0,0,0,1,0,1,60.25,170.5,0,0,0,0,0,0,1,0,1,1,1.06,0-1 Year,Month-to-Month,Bill Spiked (>5%)
7851-WZEKY,0,0,0,0,2,1,1,0,0,0,0,1,1,1,95.15,196.9,1,1,0,0,0,0,1,0,1,2,0.966,0-1 Year,Month-to-Month,Stable Bill
8844-TONUD,1,0,1,1,13,1,0,0,0,1,0,1,1,1,96.65,1162.85,1,1,0,0,0,0,0,1,0,3,1.08,1-2 Years,Month-to-Month,Bill Spiked (>5%)
8807-ARQET,0,0,0,0,41,0,0,0,1,0,0,0,1,1,40.35,1677.85,0,0,0,0,0,0,1,0,0,2,0.986,2-4 Years,Month-to-Month,Stable Bill
8992-CEUEN,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18.85,18.85,0,0,1,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
4320-QMLLA,1,0,0,0,7,1,0,0,0,0,0,1,0,0,54.85,370.4,0,0,0,0,0,0,0,1,1,1,1.037,0-1 Year,Month-to-Month,Stable Bill
8777-PVYGU,0,0,1,0,52,1,0,1,0,1,0,1,0,1,64.3,3410.6,0,0,0,1,0,0,0,1,0,3,0.98,4+ Years,1-Year,Stable Bill
8292-ITGYJ,0,0,1,1,45,1,1,0,0,0,0,0,0,1,24.65,1138.8,0,0,1,0,1,0,0,0,0,0,0.974,2-4 Years,2-Year,Stable Bill
6870-ZWMNX,1,0,1,0,70,1,1,0,1,1,1,1,0,0,76.1,5264.25,0,0,0,0,1,1,0,0,0,4,1.012,4+ Years,2-Year,Stable Bill
0621-CXBKL,0,0,0,0,53,1,0,0,0,0,0,0,0,0,18.7,1005.7,0,0,1,0,1,0,0,1,0,0,0.985,4+ Years,2-Year,Stable Bill
5268-DSMNQ,0,1,1,0,62,1,1,0,1,1,0,1,0,1,97.95,5936.55,0,1,0,1,0,1,0,0,0,3,1.023,4+ Years,1-Year,Stable Bill
5334-JLAXU,0,0,1,0,60,1,1,1,1,0,0,0,1,1,94.1,5475.9,0,1,0,0,0,1,0,0,0,3,1.031,4+ Years,Month-to-Month,Stable Bill
4086-YQSNZ,0,1,1,0,3,1,0,0,0,0,0,1,0,1,80.4,224.05,1,1,0,0,0,0,1,0,1,1,1.077,0-1 Year,Month-to-Month,Bill Spiked (>5%)
6242-MBHPK,0,1,1,0,23,1,0,1,0,0,0,1,1,1,95.1,2326.05,0,1,0,0,0,0,1,0,0,3,0.94,1-2 Years,Month-to-Month,Stable Bill
5868-CZJDR,1,0,0,1,1,0,0,0,1,0,0,0,0,1,31.35,31.35,1,0,0,0,0,0,0,1,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
9359-UGBTK,0,0,0,0,67,1,0,1,0,1,1,0,1,1,72.35,4991.5,0,0,0,1,0,0,0,0,0,4,0.971,4+ Years,1-Year,Stable Bill
0135-NMXAP,0,0,0,0,12,1,1,0,1,0,0,1,0,1,89.75,1052.4,1,1,0,0,0,0,0,0,1,2,1.023,0-1 Year,Month-to-Month,Stable Bill
4782-OSFXZ,0,1,1,0,71,1,1,1,1,1,1,0,1,1,82.7,5831.2,0,0,0,0,1,0,0,0,0,5,1.007,4+ Years,2-Year,Stable Bill
6479-OAUSD,1,0,0,0,25,1,0,0,0,0,0,0,0,0,19.9,510.8,0,0,1,1,0,1,0,0,0,0,0.974,2-4 Years,1-Year,Stable Bill
7129-ACFOG,0,0,0,0,5,1,1,1,0,0,0,0,0,1,53.8,283.95,0,0,0,0,0,0,1,0,1,1,0.947,0-1 Year,Month-to-Month,Stable Bill
4189-NAKJS,1,0,0,0,26,1,1,0,0,0,0,0,0,1,51.55,1295.4,0,0,0,1,0,1,0,0,0,0,1.035,2-4 Years,1-Year,Stable Bill
5562-BETPV,1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,1,1,0,0,0,1,1,0,1.0,0-1 Year,1-Year,Stable Bill
1282-IHQAC,1,1,0,0,70,0,0,0,1,1,0,1,0,1,44.05,3011.65,0,0,0,1,0,1,0,0,0,3,1.024,4+ Years,1-Year,Stable Bill
9127-FHJBZ,1,0,1,1,72,1,1,1,1,1,1,1,1,1,114.0,8093.15,0,1,0,0,1,0,1,0,0,6,1.014,4+ Years,2-Year,Stable Bill
6270-OMFIW,1,0,1,0,60,1,0,0,1,0,0,1,1,1,94.4,5610.25,1,1,0,1,0,0,1,0,0,3,1.01,4+ Years,1-Year,Stable Bill
1641-RQDAY,0,1,1,1,32,1,1,0,1,0,0,1,1,1,100.4,3217.65,0,1,0,0,0,0,1,0,0,3,0.998,2-4 Years,Month-to-Month,Stable Bill
0107-WESLM,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.85,19.85,1,0,1,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
6994-ORCWG,0,0,0,0,14,1,1,0,1,0,0,0,0,1,54.25,773.2,0,0,0,1,0,0,0,1,0,1,0.982,1-2 Years,1-Year,Stable Bill
1346-UFHAX,0,0,0,0,13,1,1,1,0,0,0,0,0,1,80.0,1029.35,0,1,0,0,0,1,0,0,0,1,1.01,1-2 Years,Month-to-Month,Stable Bill
3992-YWPKO,0,0,0,0,6,1,1,0,1,1,1,1,1,1,109.9,669.45,1,1,0,0,0,1,0,0,1,5,0.985,0-1 Year,Month-to-Month,Stable Bill
2933-XEUJM,0,0,0,0,46,1,1,1,0,1,0,1,1,0,79.2,3593.8,0,0,0,0,1,0,0,1,0,4,1.014,2-4 Years,2-Year,Stable Bill
0125-LZQXK,1,0,0,0,15,1,0,0,0,1,1,1,1,1,101.35,1553.95,1,1,0,0,0,0,1,0,0,4,0.978,1-2 Years,Month-to-Month,Stable Bill
5461-QKNTN,1,1,1,0,43,1,1,0,1,0,1,1,0,1,94.3,3953.15,0,1,0,0,0,0,1,0,0,3,1.026,2-4 Years,Month-to-Month,Stable Bill
4835-YSJMR,1,0,0,0,39,1,0,0,0,0,1,0,0,1,49.8,1971.15,0,0,0,0,1,0,0,0,0,1,0.985,2-4 Years,2-Year,Stable Bill
8399-YNDCH,1,1,0,0,21,1,0,0,0,1,0,1,0,1,60.05,1236.15,1,0,0,0,0,0,0,0,0,2,1.02,1-2 Years,Month-to-Month,Stable Bill
3164-YAXFY,1,0,0,0,57,0,0,1,0,1,0,1,1,1,53.75,3196.0,0,0,0,0,0,0,1,0,0,4,0.959,4+ Years,Month-to-Month,Stable Bill
0887-WBJVH,0,0,1,0,53,1,0,0,0,0,1,1,1,1,93.45,4872.2,0,1,0,1,0,0,1,0,0,3,1.017,4+ Years,1-Year,Stable Bill
4660-IRIBM,1,0,1,1,18,1,0,1,0,1,0,1,0,1,87.9,1500.5,0,1,0,0,0,0,0,1,0,3,1.054,1-2 Years,Month-to-Month,Bill Spiked (>5%)
5673-FSSMF,0,0,0,0,1,1,1,0,0,0,0,0,1,1,60.15,60.15,1,0,0,0,0,0,1,0,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
7670-ZBPOQ,0,0,1,0,58,1,1,1,0,0,1,0,0,1,61.05,3478.75,0,0,0,1,0,0,0,0,0,2,1.018,4+ Years,1-Year,Stable Bill
8089-UZWLX,0,1,0,0,71,1,1,0,0,1,0,1,1,0,104.05,7413.55,0,1,0,0,1,0,0,0,0,3,0.996,4+ Years,2-Year,Stable Bill
0080-OROZO,0,0,0,0,35,1,0,0,0,1,1,1,1,1,99.25,3532.0,0,1,0,1,0,0,1,0,0,4,0.984,2-4 Years,1-Year,Stable Bill
3916-NRPAP,1,0,0,0,3,1,0,0,0,1,0,0,1,0,85.7,256.75,0,1,0,0,0,1,0,0,1,2,1.001,0-1 Year,Month-to-Month,Stable Bill
6807-SIWJI,1,0,0,0,38,1,1,1,1,0,0,1,1,1,104.85,3887.25,0,1,0,1,0,0,1,0,0,4,1.025,2-4 Years,1-Year,Stable Bill
8221-HVAYI,1,0,1,1,35,1,1,1,1,1,1,0,0,1,69.15,2490.15,0,0,0,0,1,1,0,0,0,4,0.972,2-4 Years,2-Year,Stable Bill
1579-KLYDT,1,0,0,0,7,1,1,0,0,1,0,1,0,1,90.45,593.45,1,1,0,0,0,0,1,0,1,2,1.067,0-1 Year,Month-to-Month,Bill Spiked (>5%)
5232-NXPAY,0,0,0,0,47,1,0,0,0,1,1,1,1,0,74.45,3510.3,0,0,0,0,1,0,0,1,0,4,0.997,2-4 Years,2-Year,Stable Bill
8967-SZQAS,0,0,0,0,14,1,0,0,1,0,0,0,0,0,50.45,765.45,0,0,0,0,0,0,1,0,0,1,0.923,1-2 Years,Month-to-Month,Stable Bill
4468-KAZHE,0,1,1,0,20,1,0,0,1,0,0,0,1,1,60.0,1259.35,0,0,0,0,0,0,1,0,0,2,0.953,1-2 Years,Month-to-Month,Stable Bill
0455-ENTCR,1,0,1,0,66,1,1,1,1,0,1,1,1,0,85.25,5538.35,0,0,0,0,1,0,1,0,0,5,1.016,4+ Years,2-Year,Stable Bill
8944-AILEF,1,0,1,0,15,1,0,0,0,0,0,0,0,1,19.45,340.85,0,0,1,0,0,1,0,0,0,0,0.856,1-2 Years,Month-to-Month,Stable Bill
5542-NKVRU,0,0,0,0,42,1,0,0,0,0,0,0,0,1,20.75,844.45,0,0,1,0,1,0,0,0,0,0,1.032,2-4 Years,2-Year,Stable Bill
7126-RBHSD,0,0,1,0,17,1,1,1,0,0,0,0,0,0,78.9,1348.95,0,1,0,0,0,0,1,0,0,1,0.994,1-2 Years,Month-to-Month,Stable Bill
5370-IIVVL,1,0,0,0,37,1,1,0,1,0,1,1,1,1,104.5,3778.0,0,1,0,1,0,1,0,0,0,4,1.023,2-4 Years,1-Year,Stable Bill
6789-HJBWG,0,0,0,0,12,1,0,0,1,0,0,0,0,1,49.4,611.65,0,0,0,0,0,0,1,0,1,1,0.969,0-1 Year,Month-to-Month,Stable Bill
3927-NLNRY,1,0,1,0,53,1,0,0,1,0,0,1,1,1,94.25,4867.95,1,1,0,1,0,0,0,0,0,3,1.026,4+ Years,1-Year,Stable Bill
9087-EYCPR,0,0,0,0,60,1,1,0,0,0,0,0,0,0,25.0,1505.05,0,0,1,0,1,0,0,1,0,0,0.997,4+ Years,2-Year,Stable Bill
6791-YBNAK,1,0,1,1,18,0,0,0,0,0,0,0,0,0,25.55,467.85,0,0,0,0,0,1,0,0,0,0,0.983,1-2 Years,Month-to-Month,Stable Bill
6358-LYNGM,1,0,0,0,1,1,1,0,0,0,0,0,0,1,74.9,74.9,1,1,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
6077-BDPXA,0,0,0,0,3,1,0,0,0,0,0,0,0,1,70.15,194.2,0,1,0,0,0,0,1,0,1,0,1.084,0-1 Year,Month-to-Month,Bill Spiked (>5%)
0013-MHZWF,0,0,0,1,9,1,0,0,0,0,1,1,1,1,69.4,571.45,0,0,0,0,0,1,0,0,1,3,1.093,0-1 Year,Month-to-Month,Bill Spiked (>5%)
5494-HECPR,0,0,0,0,1,1,0,0,0,0,0,1,0,1,80.25,80.25,1,1,0,0,0,0,1,0,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
8268-YDIXR,1,0,1,0,56,1,1,1,1,1,0,0,0,1,93.15,5253.95,0,1,0,1,0,0,1,0,0,3,0.993,4+ Years,1-Year,Stable Bill
9824-BEMCV,1,0,1,1,17,1,0,0,0,0,0,0,0,1,69.0,1149.65,1,1,0,0,0,0,1,0,0,0,1.02,1-2 Years,Month-to-Month,Stable Bill
1373-ORVIZ,0,0,1,1,11,1,1,0,0,0,1,0,1,1,66.35,740.8,1,0,0,0,0,0,1,0,1,2,0.985,0-1 Year,Month-to-Month,Stable Bill
4291-SHSBH,1,0,0,0,7,1,0,0,0,0,0,0,0,1,69.55,521.35,0,1,0,0,0,0,1,0,1,0,0.934,0-1 Year,Month-to-Month,Stable Bill
6980-IMXXE,0,0,1,1,69,1,0,0,0,0,0,0,0,0,20.2,1412.65,0,0,1,0,1,0,0,0,0,0,0.987,4+ Years,2-Year,Stable Bill
9866-QEVEE,1,0,0,0,19,1,1,0,0,0,0,0,1,1,86.0,1532.45,1,1,0,0,0,0,0,0,0,1,1.066,1-2 Years,Month-to-Month,Bill Spiked (>5%)
9897-KXHCM,0,0,1,1,3,1,0,0,0,0,0,0,1,1,80.3,250.05,1,1,0,0,0,0,1,0,1,1,0.963,0-1 Year,Month-to-Month,Stable Bill
0040-HALCW,1,0,1,1,54,1,0,0,0,0,0,0,0,0,20.4,1090.6,0,0,1,0,1,1,0,0,0,0,1.01,4+ Years,2-Year,Stable Bill
0784-GTUUK,1,0,1,0,62,1,1,0,0,0,0,0,0,1,23.75,1446.8,0,0,1,1,0,1,0,0,0,0,1.018,4+ Years,1-Year,Stable Bill
7979-CORPM,1,0,0,0,24,1,1,0,1,0,0,1,0,1,90.55,2282.55,1,1,0,0,0,1,0,0,0,2,0.952,1-2 Years,Month-to-Month,Stable Bill
2294-DMMUS,0,0,1,1,62,1,1,0,0,0,0,1,1,1,70.45,4300.45,0,0,0,0,0,1,0,0,0,2,1.016,4+ Years,Month-to-Month,Stable Bill
0872-JCPIB,1,0,0,0,17,1,1,1,0,0,0,0,1,0,65.75,1111.2,0,0,0,0,0,0,0,0,0,2,1.006,1-2 Years,Month-to-Month,Stable Bill
3055-MJDSB,1,0,0,0,9,0,0,0,0,0,0,0,0,1,24.6,190.1,0,0,0,0,0,0,0,1,1,0,1.165,0-1 Year,Month-to-Month,Bill Spiked (>5%)
9091-WTUUY,1,0,1,1,64,1,0,1,0,1,1,1,0,0,69.25,4447.75,0,0,0,0,1,0,0,1,0,4,0.996,4+ Years,2-Year,Stable Bill
1618-CFHME,0,0,0,0,2,1,1,0,0,0,0,0,0,1,75.9,143.35,1,1,0,0,0,0,1,0,1,0,1.059,0-1 Year,Month-to-Month,Bill Spiked (>5%)
3165-HDOEW,1,0,1,1,1,1,0,0,0,0,0,0,0,1,45.85,45.85,1,0,0,0,0,0,0,1,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
6581-NQCBA,0,0,1,0,16,0,0,0,0,0,1,1,1,1,49.95,810.2,1,0,0,0,0,0,1,0,0,3,0.986,1-2 Years,Month-to-Month,Stable Bill
7115-IRDHS,0,0,1,0,72,1,1,0,0,0,0,0,0,0,24.65,1830.05,0,0,1,0,1,0,0,0,0,0,0.97,4+ Years,2-Year,Stable Bill
8496-DMZUK,1,0,0,0,30,1,1,1,1,1,0,0,0,0,90.4,2820.65,0,1,0,1,0,0,0,0,0,3,0.961,2-4 Years,1-Year,Stable Bill
2040-VZIKE,0,0,1,0,49,1,1,1,0,0,0,1,1,1,100.85,4847.35,0,1,0,0,0,0,0,1,0,3,1.019,4+ Years,Month-to-Month,Stable Bill
9068-VPWQQ,1,0,1,0,61,1,1,1,0,1,1,0,1,0,75.35,4729.3,0,0,0,0,1,1,0,0,0,4,0.972,4+ Years,2-Year,Stable Bill
0178-SZBHO,1,0,1,1,47,1,1,0,1,0,0,1,0,0,87.2,4017.45,0,1,0,0,0,0,1,0,0,2,1.02,2-4 Years,Month-to-Month,Stable Bill
0384-RVBPI,1,0,0,0,20,1,0,1,0,1,0,0,1,0,64.4,1398.6,0,0,0,0,0,1,0,0,0,3,0.921,1-2 Years,Month-to-Month,Stable Bill
1689-MRZQR,1,0,1,1,34,1,0,0,0,0,0,1,0,0,78.3,2564.3,1,1,0,0,0,0,1,0,0,1,1.038,2-4 Years,Month-to-Month,Stable Bill
1299-AURJA,0,0,1,1,70,1,1,0,0,0,0,0,0,0,24.7,1685.9,0,0,1,0,1,0,0,0,0,0,1.026,4+ Years,2-Year,Stable Bill
4525-VZCZG,1,0,0,1,54,1,0,1,1,0,1,1,1,1,105.85,5826.65,0,1,0,1,0,0,1,0,0,5,0.981,4+ Years,1-Year,Stable Bill
1543-LLLFT,1,1,1,0,61,1,1,0,1,1,1,1,0,1,98.3,6066.55,0,1,0,1,0,0,0,1,0,4,0.988,4+ Years,1-Year,Stable Bill
5835-BEQEU,1,0,0,0,3,1,1,0,0,0,0,0,0,1,76.95,228.4,1,1,0,0,0,0,1,0,1,0,1.011,0-1 Year,Month-to-Month,Stable Bill
2788-CJQAQ,1,0,0,0,13,1,0,0,0,0,0,0,0,0,19.45,270.2,0,0,1,1,0,0,0,1,0,0,0.936,1-2 Years,1-Year,Stable Bill
5565-FILXA,0,1,0,0,16,1,1,0,0,0,0,1,1,1,96.15,1529.2,1,1,0,0,0,0,1,0,0,2,1.006,1-2 Years,Month-to-Month,Stable Bill
0319-QZTCO,0,0,1,1,3,1,0,0,1,0,0,1,0,1,58.7,168.6,0,0,0,0,0,1,0,0,1,2,1.044,0-1 Year,Month-to-Month,Stable Bill
2120-SMPEX,1,0,0,0,25,1,0,0,0,0,0,0,0,1,20.15,536.35,0,0,1,0,0,0,0,1,0,0,0.939,2-4 Years,Month-to-Month,Stable Bill
0096-FCPUF,1,0,0,0,30,1,1,1,0,0,0,0,1,1,64.5,1888.45,0,0,0,0,0,0,0,1,0,2,1.025,2-4 Years,Month-to-Month,Stable Bill
0668-OGMHD,0,0,1,0,21,0,0,1,0,0,0,0,0,0,28.5,629.35,0,0,0,0,0,0,1,0,0,1,0.951,1-2 Years,Month-to-Month,Stable Bill
5552-ZNFSJ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,1,0,0,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
2223-KAGMX,0,0,0,0,15,1,0,0,0,0,0,0,0,0,19.4,289.3,1,0,1,0,0,0,0,0,0,0,1.006,1-2 Years,Month-to-Month,Stable Bill
6507-ZJSUR,1,1,1,0,23,1,0,0,0,0,0,1,1,1,90.45,2117.25,0,1,0,0,0,0,1,0,0,2,0.983,1-2 Years,Month-to-Month,Stable Bill
9408-HRXRK,0,0,1,1,45,1,1,1,1,0,0,1,1,1,105.15,4730.9,0,1,0,0,0,0,1,0,0,4,1.0,2-4 Years,Month-to-Month,Stable Bill
5593-SUAOO,0,0,1,1,24,1,1,0,1,1,0,0,0,0,83.15,2033.05,0,1,0,1,0,0,0,0,0,2,0.982,1-2 Years,1-Year,Stable Bill
7321-PKUYW,0,0,0,0,11,1,1,0,0,0,1,1,0,0,90.15,987.95,1,1,0,0,0,0,1,0,1,2,1.004,0-1 Year,Month-to-Month,Stable Bill
2833-SLKDQ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.05,45.05,1,0,0,0,0,0,0,1,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
6766-HFKLA,0,0,1,0,56,1,1,0,0,1,1,1,1,0,103.2,5744.35,0,1,0,0,1,0,0,0,0,4,1.006,4+ Years,2-Year,Stable Bill
7595-EUIVN,0,0,0,0,1,1,0,0,1,0,0,0,0,0,75.8,75.8,1,1,0,0,0,0,1,0,1,1,1.0,0-1 Year,Month-to-Month,Stable Bill
7617-EYGLW,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,0,1,0,0,0,1,0,1,0,1.0,0-1 Year,Month-to-Month,Stable Bill
2026-TGDHM,0,0,0,0,7,1,0,0,0,0,0,0,1,1,79.3,523.15,1,1,0,0,0,0,1,0,1,1,1.061,0-1 Year,Month-to-Month,Bill Spiked (>5%)
9220-ZNKJI,0,1,1,0,55,1,0,0,0,1,1,1,0,0,88.8,4805.3,0,1,0,0,1,1,0,0,0,3,1.016,4+ Years,2-Year,Stable Bill
4030-VPZBD,0,0,0,0,2,0,0,0,0,0,1,0,0,1,30.9,59.05,1,0,0,0,0,0,1,0,1,1,1.047,0-1 Year,Month-to-Month,Stable Bill
2226-ICFDO,0,0,1,1,72,1,1,1,0,1,1,1,1,1,85.9,6110.75,0,0,0,0,1,1,0,0,0,5,1.012,4+ Years,2-Year,Stable Bill
0723-VSOBE,0,1,0,0,45,0,0,0,0,0,0,0,1,0,34.2,1596.6,0,0,0,1,0,0,1,0,0,1,0.964,2-4 Years,1-Year,Stable Bill
5529-GIBVH,0,0,0,0,47,1,0,0,0,0,0,0,0,0,20.15,1046.2,0,0,1,0,1,0,0,1,0,0,0.905,2-4 Years,2-Year,Stable Bill
4187-CINZD,0,1,0,0,46,1,0,0,1,0,0,1,1,0,95.25,4424.2,1,1,0,1,0,1,0,0,0,3,0.99,2-4 Years,1-Year,Stable Bill
9992-UJOEL,1,0,0,0,2,1,0,0,1,0,0,0,0,1,50.3,92.75,0,0,0,0,0,0,0,1,1,1,1.085,0-1 Year,Month-to-Month,Bill Spiked (>5%)
4741-WWJQZ,0,0,1,0,2,1,0,1,0,0,1,0,0,1,80.15,194.55,0,1,0,0,0,0,1,0,1,2,0.824,0-1 Year,Month-to-Month,Stable Bill
6625-UTXEW,0,0,1,0,12,1,0,0,1,0,0,0,0,1,51.25,612.1,0,0,0,0,0,0,1,0,1,1,1.005,0-1 Year,Month-to-Month,Stable Bill
6818-WOBHJ,0,1,1,0,68,1,1,0,1,0,0,0,1,1,89.6,6127.6,1,1,0,0,0,0,0,0,0,2,0.994,4+ Years,Month-to-Month,Stable Bill
6244-BESBM,1,0,1,1,69,1,0,0,0,0,1,1,1,1,95.2,6671.7,0,1,0,0,1,1,0,0,0,3,0.985,4+ Years,2-Year,Stable Bill
1004-NOZNR,1,1,0,1,56,1,0,1,0,0,0,1,1,0,94.8,5264.3,0,1,0,1,0,1,0,0,0,3,1.008,4+ Years,1-Year,Stable Bill
1251-STYSZ,0,1,0,0,4,1,1,1,0,0,0,0,0,1,80.25,303.7,0,1,0,0,0,0,1,0,1,1,1.057,0-1 Year,Month-to-Month,Bill Spiked (>5%)
2612-PHGOX,1,0,1,0,64,1,1,0,1,1,1,1,0,1,76.1,4818.8,0,0,0,0,1,0,0,0,0,4,1.011,4+ Years,2-Year,Stable Bill
2408-TZMJL,1,0,1,0,59,1,1,1,1,1,0,1,1,1,110.15,6448.05,1,1,0,1,0,0,1,0,0,5,1.008,4+ Years,1-Year,Stable Bill
8480-PPONV,1,0,1,1,62,1,1,1,1,1,1,1,1,0,115.55,7159.05,0,1,0,0,1,0,0,0,0,6,1.001,4+ Years,2-Year,Stable Bill
8780-IHCRN,1,0,1,1,63,1,1,0,0,0,0,0,0,0,24.65,1574.5,0,0,1,0,1,1,0,0,0,0,0.986,4+ Years,2-Year,Stable Bill
4598-ZADCK,0,0,0,0,53,0,0,1,1,1,1,1,0,1,53.6,2879.2,0,0,0,1,0,0,1,0,0,5,0.987,4+ Years,1-Year,Stable Bill
1257-SXUXQ,1,0,1,1,5,1,0,0,0,0,0,0,0,0,19.45,86.05,0,0,1,0,0,0,0,1,1,0,1.13,0-1 Year,Month-to-Month,Bill Spiked (>5%)
9681-KYGYB,1,1,1,0,49,1,1,1,1,1,0,0,0,1,88.2,4159.45,0,1,0,0,0,0,1,0,0,3,1.039,4+ Years,Month-to-Month,Stable Bill
7182-OVLBJ,0,0,1,1,62,1,1,1,0,0,0,1,1,1,101.15,6638.35,0,1,0,0,1,0,0,0,0,3,0.945,4+ Years,2-Year,Stable Bill
5095-ETBRJ,0,0,1,0,55,1,0,1,1,0,1,0,0,0,56.8,3112.05,0,0,0,0,1,0,0,1,0,3,1.004,4+ Years,2-Year,Stable Bill
7005-CYUIL,0,1,1,0,71,1,0,1,1,1,1,1,0,1,99.4,7168.25,0,1,0,0,1,0,1,0,0,5,0.985,4+ Years,2-Year,Stable Bill
4821-WQOYN,0,0,1,1,72,1,0,0,0,0,0,0,0,1,20.1,1326.25,0,0,1,0,1,1,0,0,0,0,1.091,4+ Years,2-Year,Bill Spiked (>5%)
4730-AWNAU,1,0,1,1,36,0,0,1,0,1,1,1,1,0,60.7,2234.55,0,0,0,1,0,1,0,0,0,5,0.978,2-4 Years,1-Year,Stable Bill
3452-FLHYD,1,0,1,0,25,1,0,0,0,0,0,0,0,1,20.95,495.15,0,0,1,1,0,0,0,0,0,0,1.058,2-4 Years,1-Year,Bill Spiked (>5%)
2388-LAESQ,0,1,1,0,72,1,1,1,1,1,1,1,1,1,114.85,8317.95,0,1,0,0,1,0,0,0,0,6,0.994,4+ Years,2-Year,Stable Bill
9531-NSBMR,0,0,0,0,36,1,0,0,0,0,0,0,0,1,19.25,679.8,0,0,1,1,0,0,0,0,0,0,1.019,2-4 Years,1-Year,Stable Bill
6260-ONULR,1,0,0,0,1,1,0,0,0,0,0,1,1,1,62.8,62.8,0,0,0,0,0,0,0,1,1,2,1.0,0-1 Year,Month-to-Month,Stable Bill
